text,ID,genre,filename,C1_agency,C1_event,C1_world,C1_overall,C2_agency,C2_event,C2_world,C2_overall,C3_agency,C3_event,C3_world,C3_overall,SPACE,avg_agency,avg_event_seq,avg_worldmaking,avg_overall,maxdiff_agency,maxdiff_es,maxdiff_wm,maxdiff_overall,avg_maxdiff,AD
"This week

 
		he would have turned off asphalt at the gate,
 
		crossed the cattleguard, straddled the ruts in the road,
 
		forded broomstraw toward the stand of pines, flushing a dove,
 
		and spent his birthday at the weedy pond.  
		Muddy, scummed, filling with fallen branches
 
		and grasses that will thicken into marsh---



 
		from the highway, you wouldn't know it's there,
 
		this postcard of the Pleistocene. At century's end
 
		what used to be done with the hands is done with machines,
 
		freeing another brain:
 
		This is the progress he had labored for,
 
		trading the mule for a horse, the horse for a tractor,
 
		finally trading frontage off the farm.  
		Even in his lifetime
 
		he could hear, from his own porch,
 
		suburban families in their yards.  
		Can unexpected death be seen as willed?",794,POETRY,POETRY_5S_20C_61840_VoigtEllenBryant_THEPOND_1943.txt,4,5,5,4.6666666667,3,3,4,3.3333333333,2,3,4,3,,3,3.6666666667,4.3333333333,3.6666666667,2,2,1,1.6666666667,1.6666666667,0.6666666667
"Then up again 
 
		He soared and wheeled. There was an air of scorn 
 
		In all his movements, whether he threw round 
 
		His crested head to look behind him, or


			


 
		Lay vertical and sportively displayed 
 
		The inside whiteness of his wing declined 
 
		In gyres and undulations full of grace, 
 
		An object beautifying heaven itself.  
		He---reckless who was victor, and above 
 
		The hearing of their guns---saw fleets engaged 
 
		In flaming combat. It was nought to him 
 
		What carnage, Moor or Christian, strewed their decks.  
		But, if his intellect had matched his wings, 
 
		Methinks he would have scorn'd man's vaunted power 
 
		To plough the deep.",710,POETRY,POETRY_5S_19C_106231_CampbellThomas_THEDEADEAGLE_1777.txt,5,3,4,4,4,2,3,3,2,3,4,3,,3.6666666667,2.6666666667,3.6666666667,3.3333333333,3,1,1,1,1.6666666667,0.4444444444
" 
		'Twas his son by the foreign woman, his image in build and face
 
		Whose lugger the storm had driven to his father's native place---
 
		'Twas his son who had come like a phantom out of the long ago.  
		On the spot where Kate had suffered God's hand struck Ned the blow.  
		We learnt it all from the parson when Ned came over the waves
 
		In search o' the son he worshipped---and he found two fresh-made graves.  
		Dang!---what was that? Sit steady!",735,POETRY,POETRY_5S_19C_48293_SimsGeorgeRobert_INTHEHARBOUR_1847.txt,5,5,2,4,3,3,3,3,4,4,4,4,,4,4,3,3.6666666667,2,2,2,1,2,0.4444444444
" 
		But those that earliest caught the dew,
 
		   Beside your lattice-door,
 
		And held it till the morn was come---
 
		   They will return no more.  
		Once more the burning words of love
 
		   Upon your ears may break,
 
		And from its slumber long and deep
 
		   Once more your heart may wake.  
		But speechless, kneeling at your feet,
 
		   Like those who saints adore,
 
		Though I may love you (as I shall)
 
		   I shall return no more! 
		Before thou diest I shall die,
 
		   For in my heart I bear,
 
		Bleeding to death, the cruel steel
 
		   Thy hand hath planted there.  
		Before thou diest I shall die,
 
		   But faithful still shall be,
 
		For seated at the gate of death,
 
		   My soul will wait for thee.  
		Day after day, year after year,
 
		   Until thy life be past,
 
		And at that portal thou shalt knock
 
		   Where all must knock at last.",753,POETRY,POETRY_5S_19C_93271_StoddardRichardHenry_ROMANCESFROMGUSTAVOBECQUER_1825.txt,5,4,2,3.6666666667,3,2,1,2,2,3,3,2.6666666667,,3.3333333333,3,2,2.7777777778,3,2,2,1.6666666667,2.3333333333,0.5925925926
" 
		
Oft
must we feel to what frail tenement


 
		All is entrusted that we fondly prize.  
		What is most precious to our heart and eyes 
 
		Is not our freehold, is not giv'n but lent.  
		We need not hold that Powers maleficent 
 
		With conscious purpose break our dearest ties, 
 
		And lives, else rich, thus blight and pauperise--- 
 
		Enough, that we are thralls of accident.  
		While all our prospect looks serene and fair, 
 
		The heavens grow dark, and in a single day 
 
		We lose what cost the toil of years to gain.  
		Yet droop not therefore; nought can bar the way 
 
		That leads our souls o'er rugged tracts or plain 
 
		Up to diviner heights and purer air.",746,POETRY,POETRY_5S_19C_76381_IngramJohnKJohnKells_XIX_1823.txt,4,4,2,3.3333333333,2,2,2,2,1,1,2,1.3333333333,,2.3333333333,2.3333333333,2,2.2222222222,3,3,0,2,2,0.7407407407
" 
		Oh, happy if to them the one dread hour, 
 
		   Made known its lessons from a brow like thine!  
		If all their knowledge of the spoiler's power, 
 
		   Came by a look so tranquilly divine!  
		
Let him who
thus
hath seen the lovely part,

 
		Hold well that image to his thoughtful heart!  
		But thou, fair slumberer!---was there less of woe, 
 
		   Or love, or terror, in the days of old, 
 
		That men poured out their gladdening spirits flow, 
 
		   Like sunshine, on the desolate and cold?  
		And gave thy semblance to the shadowy king, 
 
		Who for deep souls had then a deeper sting?",731,POETRY,POETRY_5S_19C_36272_HemansFeliciaDorotheaBrowne_THEFUNERALGENIUSANANTIQUESTATUE_1793.txt,2,3,1,2,2,1,1,1.3333333333,1,3,2,2,,1.6666666667,2.3333333333,1.3333333333,1.7777777778,1,2,1,0.6666666667,1.3333333333,0.2962962963
" 
		Soon as she could, she unobserved withdrew, 
 
		Determined of my purpose to defeat me.  
		And yet I loved her, as I always do 
 
		All pretty maids that are too young to woo, 
 
		However scurvily they choose to treat me.  
		Years have gone by, her worthy father dead, 
 
		And she could deem herself a child no longer.  
		Who can conceive what thoughts in her were bred, 
 
		When she beheld her elder sisters wed, 
 
		And womanhood in her grew daily stronger?  
		Or did she feel a warning in her heart, 
 
		An inward clock, that timely struck eleven, 
 
		And said, sweet Agnes, tender as thou art, 
 
		One hour is thine; be ready to depart; 
 
		Thy spouse affianced waits for thee in heaven?",738,POETRY,POETRY_5S_19C_52345_ColeridgeHartley_AGNES_1796.txt,5,5,2,4,5,4,4,4.3333333333,2,3,3,2.6666666667,,4,4,3,3.6666666667,3,2,2,1.6666666667,2.3333333333,0.6666666667
"She lifted him 
 
		Up to his seat beside her, drew him near, 
 
		And took his hand in hers. There as he sate, 
 
		Oft looked she down to see if he was sleeping; 
 
		And drowsy half, half in the languor soft 
 
		Of innocent trust and aimless piety, 
 
		The child looked up into his mother's face.  
		And she looked down into his eyes, and saw 
 
		The neighbouring window in their pupil balls,


			


 
		With all its panes, reflected small but clear; 
 
		And gave his hand soft pressure with her hand, 
 
		Still shifting, trying still to be more soft.  
		God took him from her. Holy still of heart, 
 
		She dwelt alone, and changed not.",706,POETRY,POETRY_5S_19C_104358_AirdThomas_ASUMMERDAY_1802.txt,5,5,4,4.6666666667,5,4,5,4.6666666667,3,4,3,3.3333333333,,4.3333333333,4.3333333333,4,4.2222222222,2,1,2,1.3333333333,1.6666666667,0.5925925926
" 
		And yet thy smile, I know not why,
 
		Hath lost its joyful meaning;
 
		And the low music of thy sigh
 
		Is sorrow's fitful dreaming.  
		Thou canst not hide it, lovely one,
 
		By any splendid token;
 
		Thy transient dream of bliss is done---
 
		Thy widow'd heart is broken.  
		I envy not the gold and pearl
 
		That shine on thy aching breast;
 
		I could not seek life's giddy whirl,
 
		To stun my spirit into rest.  
		Ah no! when those I love are cold,
 
		And look on me with careless eye,
 
		Not all thy dazzling heaps of gold
 
		Could tempt me not to die.",749,POETRY,POETRY_5S_19C_83784_ChildLydiaMariaFrancis_TOAWEALTHYLADYWHOSEHUSBANDSOONBECAMEINDIFFERENTTOHER_1802.txt,4,2,2,2.6666666667,3,2,3,2.6666666667,1,1,2,1.3333333333,,2.6666666667,1.6666666667,2.3333333333,2.2222222222,3,1,1,1.3333333333,1.6666666667,0.5925925926
"It was only a bit like
 
		a solo. Teeth castanetting the urinal,
 
		the long heave for breath.  
		Bix, grounded in the phalanx
 
		of Goldkette's band, Whiteman's army,
 
		played hard clouds, scapes, figures,
 
		on his cornet, taking clarity at intervals


			


 
		from a teacup of bright light, never
 
		wincing like the younger people did.  
		He heard nothing of the sax player
 
		being knocked into the crapper
 
		although liquid makes the ear tender.  
		The waiters wiped the blood from their
 
		smiles.",810,POETRY,POETRY_5S_20C_71261_McMillanIan_InaMist_1956.txt,2,3,3,2.6666666667,3,4,4,3.6666666667,3,3,3,3,,2.6666666667,3.3333333333,3.3333333333,3.1111111111,1,1,1,1,1,0.3703703704
" 
		Lightfoot the soul goes. Impressive is the shadow
 
		Cast by those time-groves.  
		Darkness of the sycamore flies across the river.  
		From a pattern of foliage see the spirit struggling
 
		Through meshes like memories, woven of their terror,
 
		Wondering, emerging.  
		Thought, like a thread, still glitters on his fingers.",771,POETRY,POETRY_5S_20C_23900_WatkinsVernonPhillips_ThamesForest_1906.txt,2,3,4,3,1,2,2,1.6666666667,1,1,2,1.3333333333,,1.3333333333,2,2.6666666667,2,1,2,2,1.6666666667,1.6666666667,0.6666666667
"some rushing, throbbing sound
 
		Of a steamer outward bound!  
		And baying of a far-off hound! ...


 
		   Beyond the harbour a dim-heaving sea
 
		Breathes, awful with infinity;
 
		Recalls the vanity of man,
 
		His idle noise, his feeble span:
 
		We are all children of the mighty Main!  
		Why fear to rest upon the Mother Heart again?  
		Launch forth, and sleep
 
		Upon the deep!",757,POETRY,POETRY_5S_19C_97736_NoelRodenBerkeleyWriostheley_FOWEY_1834.txt,2,3,5,3.3333333333,2,2,3,2.3333333333,1,1,2,1.3333333333,,1.6666666667,2,3.3333333333,2.3333333333,1,2,3,2,2,0.6666666667
"I notice how you've polled
 
		the petal-points an inch, how you scrape
 
		each leaf with your incisors, the two
 
		small grooves they leave. It makes me sick to watch.  
		
You're awfully quiet today. What's wrong with you?  
		I want to tell you what ... but there's a catch,
 
		deep in my throat, that stops me, makes me choke
 
		the words back, crack another pointless joke.",816,POETRY,POETRY_5S_20C_74761_ArnoldCraig_Artichoke_1967.txt,5,4,3,4,4,3,3,3.3333333333,2,4,3,3,,3.6666666667,3.6666666667,3,3.4444444444,3,1,0,1,1.3333333333,0.3703703704
" 
		I bother to bring them for you
 
		though they're so quickly over,
 
		pulpless, sliding to juice,


 
		a grainy rub on the tongue
 
		and the taste's gone. If you remember
 
		we were in the woods at wild strawberry time


 
		and I was making a basket of dockleaves
 
		to hold what you'd picked,
 
		but the cold leaves unplaited themselves


 
		and slid apart, and again unplaited themselves
 
		until I gave up and ate wild strawberries
 
		out of your hands for sweetness.  
		I lipped at your palm---
 
		the little salt edge there,
 
		the tang of money you'd handled.  
		As we stayed in the wood, hidden,
 
		we heard the sound system below us
 
		calling the winners at Chepstow,
 
		faint as the breeze turned.  
		The sun came out on us, the shade blotches
 
		went hazel: we heard names
 
		bubble like stock-doves over the woods


 
		as jockeys in stained silks gentled
 
		those sweat-dark, shuddering horses
 
		down to the walk.",806,POETRY,POETRY_5S_20C_68790_DunmoreHelen_Wildstrawberries_1952.txt,5,5,5,5,4,4,5,4.3333333333,3,5,5,4.3333333333,,4,4.6666666667,5,4.5555555556,2,1,0,0.6666666667,1,0.2962962963
" 
		The ecstasy of Life is gone!  
		Like a moss'd tree, I blanch alone!  
		   I am beloved no more!  
		   Old Time! my Youth restore!",705,POETRY,POETRY_5S_19C_104186_WadeThomas_XXXVIIALAMENTFORTHEPAST_1805.txt,4,2,1,2.3333333333,2,1,1,1.3333333333,1,1,1,1,,2.3333333333,1.3333333333,1,1.5555555556,3,1,0,1.3333333333,1.3333333333,0.5185185185
"(for David and Shirley Heale)


 
		After a day of Hertfordshire and August,

 
		flint churches, tunnelled green of lanes;
 
		after an evening over books,
 
		the shared meal, wine and talk,
 
		I stand parenthesized by friends, their love
 
		moon-mirrored for me in formal tenderness.  
		They married late, and link arms lightly,
 
		like prudent millionaires in hungry lands
 
		hiding their wealth. I want to keep all night
 
		their looks of self-distrusting happiness.  
		Take care, they cry, take care: the city's
 
		apt farewell. Kissed on both sides
 
		and registered with kindness,
 
		I pass into the glare, and carry with me
 
		through sixteen yellow stations
 
		their flesh's tokens, cool as the night air.",803,POETRY,POETRY_5S_20C_66614_RaymondVicki_FarewellatEastFinchley_1949.txt,5,5,5,5,4,5,5,4.6666666667,4,4,4,4,,4.3333333333,4.6666666667,4.6666666667,4.5555555556,1,1,1,1,1,0.3703703704
" 
		Childhood was a mapless country, a rough


 
		terrain of sinks and outcrops. Not once

 
		did I suspect the earth was hollow, lost

 
		as I was among the fields and shanties.  
		I remember the wind and how the sounds

 
		
it carried were my name, meant me,
Stephen
...


 
		called out over the cornfield where I hid.  
		There was no sound when candlesmoke

 
		met limestone---just this: seven characters

 
		I learned to write with a taper on a stick.  
		What have they to do with that boy in the weeds?",817,POETRY,POETRY_5S_20C_74925_McCombsDavis_Candlewriting_1969.txt,5,3,5,4.3333333333,3,3,4,3.3333333333,4,4,4,4,,4,3.3333333333,4.3333333333,3.8888888889,2,1,1,1,1.3333333333,0.3703703704
" 
		Thy throne the summer, and thy realm the soul,
 
		Whose charmed senses own thy soft control:
 
		
All-beauteous
South
! thy heart must share and claim

 
		Our Father's kindred and our Hero's fame!  
		Thy myrtle blooms his radiant brows to twine---
 
		His name, his heritage, his birthplace---thine!  
		We yield thee this, bright Mistress of the Sun!---
 
		
Thy bosoming flowers first cradled
Washington
!  
		
Virginia
!",711,POETRY,POETRY_5S_19C_1078_DuganneAJHAugustineJosephHickey_THECELEBRATIONFromtheOldFlagofMarchst_1823.txt,3,2,2,2.3333333333,2,2,2,2,1,1,2,1.3333333333,,2,1.6666666667,2,1.8888888889,2,1,0,1,1,0.3703703704
"Hark! in the hush, I hear 
 
		Toulouse's charge and St. Sebastian's cheer.  
		   Throw wide the doors; dust unto dust; 
 
		      O'er him the yawning marble close; 
 
		   Give him to death with trembling trust, 
 
		      Calm in his last stern cold repose.  
		   In reverent silence, in the gloom 
 
		      Brooding beneath the mighty dome, 
 
		   Conqueror, to share the conquered's doom, 
 
		      Leave him to fame in his last home.  
		March, comrades, march.",714,POETRY,POETRY_5S_19C_111216_BennettWCWilliamCox_THEDEATHMARCHOFWELLINGTON_1820.txt,2,3,1,2,3,1,2,2,1,3,2,2,,2,2.3333333333,1.6666666667,2,2,2,1,0,1.6666666667,0
"I've travelled everywhere,
 
		Through the boundless realms of air;
 
		Perfumes I have brought away
 
		From the fields of far Cathay.  
		On my passage you may hear
 
		Songs of birds and streamlets clear,
 
		Murmur hoarse of lakes and seas,
 
		Whisper of the forest trees,
 
		And a thousand other strains
 
		From the waters and the plains.  
		O, a glorious life I lead!  
		Swifter than the light my speed:
 
		Boisterous wave, or mountain height,
 
		Cannot bar my viewless flight.  
		I am happy, I am free,
 
		For, where'er I hap to be,
 
		Drooping eyes with joy grow bright,
 
		And they greet me with delight,
 
		As the messenger of love,
 
		As an angel from above!",750,POETRY,POETRY_5S_19C_88960_DuttOmeshChunder_SONGOFTHESOUTHWIND_1836.txt,5,3,5,4.3333333333,2,2,3,2.3333333333,2,2,4,2.6666666667,,3,2.3333333333,4,3.1111111111,3,1,2,2,2,0.8148148148
" 
		Your voice is gone now; I hardly hear you.  
		Your starry voice all shadow now
 
		and the earth dark again
 
		with your great changes of heart.  
		And by day the grass going brown in places
 
		under the broad shadows of the maple trees.  
		Now, everywhere I am talked to by silence



 
		so it is clear I have no access to you;
 
		I do not exist for you, you have drawn
 
		a line through my name.  
		In what contempt do you hold us
 
		to believe only loss can impress
 
		your power on us,



 
		the first rains of autumn shaking the white lilies---



 
		When you go, you go absolutely,
 
		deducting visible life from all things



 
		but not all life,
 
		lest we turn from you.",795,POETRY,POETRY_5S_20C_62317_GlckLouise_VespersYourvoiceisgonenowIhardlyhearyou_1943.txt,5,5,5,5,2,2,3,2.3333333333,1,1,2,1.3333333333,,2.6666666667,2.6666666667,3.3333333333,2.8888888889,4,4,3,3.6666666667,3.6666666667,1.4074074074
